# Sentences written for this pack (src "gen"): word<TAB>Indonesian<TAB>English. Formal/neutral
# register except the colloquial particles. Each covers a word Tatoeba shows in fewer than 2 usable sentences.
mustahil	Tidak ada yang mustahil kalau kita berusaha.	Nothing is impossible if we try.
layanan	Layanan di restoran ini sangat baik.	The service at this restaurant is very good.
kesepakatan	Kedua perusahaan itu sudah mencapai kesepakatan.	The two companies have reached an agreement.
kebohongan	Semua cerita dia itu hanya kebohongan.	All his stories are just lies.
angkatan	Kakak saya masuk angkatan laut tahun lalu.	My older brother joined the navy last year.
lebar	Jalan di depan rumah kami sangat lebar.	The road in front of our house is very wide.
kampus	Kampus kami dekat dengan stasiun.	Our campus is near the station.
penjelasan	Terima kasih atas penjelasan Anda.	Thank you for your explanation.
kasihan	Kasihan anak itu, dia sendirian.	Poor child, he is all alone.
beku	Air di danau itu sudah beku.	The water in the lake is already frozen.
jejak	Kami melihat jejak kaki di pasir.	We saw footprints in the sand.
salam	Sampaikan salam saya untuk keluargamu.	Give my regards to your family.
mengerikan	Kecelakaan di jalan itu sangat mengerikan.	The accident on that road was terrible.
internasional	Dia bekerja di sebuah perusahaan internasional.	She works at an international company.
hakim	Hakim itu selalu adil kepada semua orang.	That judge is always fair to everyone.
kontrak	Saya sudah membaca kontrak itu.	I have read that contract.
membentuk	Para murid membentuk lingkaran besar di lapangan.	The students formed a big circle on the field.
pokok	Beras adalah makanan pokok di Indonesia.	Rice is the staple food in Indonesia.
tawar	Di pasar, tawar saja harganya sebelum membeli.	At the market, just bargain over the price before buying.
belok	Belok kanan setelah sekolah itu.	Turn right after the school.
pola	Kain ini punya pola yang indah.	This cloth has a beautiful pattern.
pemikiran	Pemikiran guru itu sangat maju untuk zamannya.	That teacher's thinking was very advanced for his time.
peringatan	Dia tidak mendengarkan peringatan saya.	He did not listen to my warning.
album	Kakak saya membeli album musik baru.	My older sibling bought a new music album.
peralatan	Peralatan dapur kami sudah tua.	Our kitchen equipment is already old.
cewek	Cewek itu teman sekelas saya.	That girl is my classmate.
prajurit	Prajurit itu menjaga pintu istana.	The soldier guards the palace gate.
darurat	Tolong, ini keadaan darurat, panggil dokter!	Help, this is an emergency, call a doctor!
monster	Anak kecil itu takut pada monster.	That little child is afraid of monsters.
tahap	Proyek ini masih dalam tahap awal.	This project is still in its early stage.
terpaksa	Kami terpaksa pulang lebih awal.	We were forced to go home early.
kelahiran	Mereka merayakan kelahiran anak pertama mereka.	They celebrated the birth of their first child.
menghilangkan	Obat ini bisa menghilangkan sakit kepala.	This medicine can get rid of a headache.
muat	Mobil ini muat tujuh orang.	This car fits seven people.
rekam	Tolong rekam acara itu untukku.	Please record that programme for me.
pingsan	Dia pingsan karena terlalu panas.	She fainted because it was too hot.
leher	Leher saya sakit sejak pagi.	My neck has hurt since the morning.
kandungan	Kandungan gula dalam minuman ini tinggi.	The sugar content of this drink is high.
akar	Akar pohon itu sangat panjang.	The roots of that tree are very long.
emosi	Dia tidak bisa mengendalikan emosinya.	He can't control his emotions.
kebetulan	Kami bertemu secara kebetulan di pasar.	We met by chance at the market.
ancam	Jangan ancam adik kamu seperti itu!	Don't threaten your little brother like that!
terbunuh	Banyak tentara terbunuh dalam perang itu.	Many soldiers were killed in that war.
kelapa	Saya suka minum air kelapa.	I like drinking coconut water.
negatif	Jangan selalu berpikir negatif tentang dirimu.	Don't always think negatively about yourself.
kejutan	Kami menyiapkan pesta kejutan untuknya.	We prepared a surprise party for him.
sayap	Burung itu punya sayap yang besar.	That bird has big wings.
penumpang	Bus ini membawa empat puluh penumpang.	This bus carries forty passengers.
makam	Mereka mengunjungi makam kakek mereka.	They visited their grandfather's grave.
bersatu	Kita semua harus bersatu untuk negara ini.	We all must unite for this country.
capek	Aku capek sekali hari ini.	I'm really tired today.
senapan	Tentara itu membawa senapan di punggungnya.	The soldier carries a rifle on his back.
bayangkan	Bayangkan kamu tinggal di pantai.	Imagine you live on the beach.
ketat	Celana baru ini terlalu ketat untuk saya.	These new trousers are too tight for me.
robot	Robot kecil itu bisa berbicara bahasa Inggris.	That little robot can speak English.
kejam	Raja itu sangat kejam kepada rakyatnya.	The king was very cruel to his people.
kandang	Ayam-ayam itu ada di dalam kandang.	The chickens are in the coop.
konsep	Konsep ini sulit dipahami oleh anak kecil.	This concept is hard for small children to understand.
kebijakan	Pemerintah membuat kebijakan baru tentang pajak.	The government made a new policy on taxes.
industri	Industri mobil di negara ini berkembang.	The car industry in this country is growing.
kegagalan	Kegagalan adalah bagian dari belajar.	Failure is part of learning.
panggang	Ibu memanggang roti di dapur.	Mother bakes bread in the kitchen.
tukar	Boleh saya tukar kursi dengan Anda?	May I swap seats with you?
upacara	Upacara pernikahan mereka sangat indah.	Their wedding ceremony was very beautiful.
kegelapan	Kucing bisa melihat dalam kegelapan.	Cats can see in the dark.
kuil	Kami mengunjungi kuil tua di Jepang.	We visited an old temple in Japan.
panah	Dia menembakkan panah ke sasaran.	He shot an arrow at the target.
perlindungan	Hewan langka ini butuh perlindungan dari kita.	This rare animal needs our protection.
satelit	Bulan adalah satelit yang mengelilingi planet kita.	The moon is the satellite that circles our planet.
sensitif	Kulit saya sangat sensitif terhadap matahari.	My skin is very sensitive to the sun.
ikatan	Ikatan keluarga mereka sangat kuat.	Their family bond is very strong.
topeng	Anak itu memakai topeng monyet.	The child is wearing a monkey mask.
keselamatan	Keselamatan penumpang adalah hal yang sangat penting.	Passenger safety is a very important thing.
perjanjian	Kedua negara membuat perjanjian itu tahun lalu.	The two countries made that agreement last year.
gelombang	Gelombang laut hari ini sangat tinggi.	The sea waves are very high today.
setan	Anak kecil itu takut pada setan dan hantu.	That little child is afraid of demons and ghosts.
pagar	Kucing itu duduk di atas pagar rumah.	The cat is sitting on the house fence.
bicara	Cara bicara anak itu sangat sopan.	That child's way of speaking is very polite.
global	Pemanasan global adalah masalah besar.	Global warming is a big problem.
sepakat	Kami sepakat untuk bertemu besok.	We agreed to meet tomorrow.
rantai	Sepeda saya butuh rantai baru.	My bicycle needs a new chain.
senyum	Senyum gadis itu sangat manis sekali.	That girl's smile is really sweet.
cairan	Botol itu berisi cairan biru.	That bottle contains a blue liquid.
hias	Kami menghias kamar untuk pesta.	We decorated the room for the party.
militer	Ayah teman saya seorang dokter militer.	My friend's father is a military doctor.
makna	Apa makna kata ini dalam bahasa Inggris?	What is the meaning of this word in English?
baja	Jembatan itu terbuat dari baja.	That bridge is made of steel.
jago	Dia jago bermain sepak bola.	He is great at playing football.
perdagangan	Perdagangan antara kedua negara meningkat.	Trade between the two countries increased.
sejujurnya	Sejujurnya, saya tidak suka film itu.	To be honest, I don't like that film.
iblis	Dalam cerita itu ada seorang iblis.	In that story there is a devil.
tunai	Saya mau bayar tunai saja, tidak pakai kartu.	I want to pay cash, not by card.
kekalahan	Tim kami menerima kekalahan itu.	Our team accepted the defeat.
teriak	Jangan teriak di dalam rumah.	Don't shout inside the house.
balasan	Saya belum menerima balasan darinya.	I haven't received a reply from him yet.
berlian	Cincin itu terbuat dari berlian.	That ring is made of diamond.
bungkus	Tolong bungkus makanan ini untuk dibawa pulang.	Please wrap this food to take home.
kekayaan	Kekayaan tidak membuat orang bahagia.	Wealth does not make people happy.
kelemahan	Apa kelemahan terbesar kamu dalam pekerjaan?	What is your biggest weakness at work?
tokoh	Dia tokoh penting di kota ini.	He is an important figure in this city.
umat	Umat Islam berpuasa pada bulan Ramadan.	Muslims fast in the month of Ramadan.
erat	Dia memegang tangan anaknya dengan erat.	She held her child's hand tightly.
mengelilingi	Planet kita mengelilingi matahari setiap tahun.	Our planet goes around the sun every year.
bencana	Banjir itu adalah bencana besar.	The flood was a big disaster.
baris	Murid-murid berdiri dalam dua baris.	The students stood in two rows.
hidangan	Hidangan ikan di restoran ini sangat enak.	The fish dish at this restaurant is very tasty.
capai	Apa yang ingin kamu capai tahun ini?	What do you want to achieve this year?
komunitas	Dia aktif di komunitas kami.	She is active in our community.
hiburan	Televisi adalah hiburan bagi nenek.	Television is entertainment for grandmother.
sebaliknya	Dia tidak marah, sebaliknya dia tersenyum.	He wasn't angry; on the contrary, he smiled.
kesan	Kesan pertama saya tentang kota ini sangat baik.	My first impression of this city is very good.
otomatis	Pintu itu terbuka secara otomatis.	The door opens automatically.
wartawan	Wartawan itu menulis berita tentang banjir.	The journalist wrote news about the flood.
wajib	Pelajaran ini wajib bagi semua murid.	This lesson is compulsory for all students.
luncur	Anak-anak meluncur dari atas bukit.	The children slid down from the top of the hill.
lautan	Kapal itu berlayar di lautan luas.	The ship sailed on the wide ocean.
keajaiban	Dia sembuh dari sakitnya, itu sebuah keajaiban.	She recovered from her illness; it's a miracle.
kewajiban	Belajar adalah kewajiban setiap murid.	Studying is every student's duty.
mengajukan	Dia mengajukan pertanyaan kepada guru.	He asked the teacher a question.
membebaskan	Hakim membebaskan orang itu karena tidak bersalah.	The judge freed the man because he was not guilty.
tuh	Lihat tuh, ada kucing di atas meja.	Look there, there's a cat on the table.
pesanan	Pesanan Anda sudah siap di meja depan.	Your order is ready at the front desk.
lembaga	Dia bekerja di sebuah lembaga pendidikan.	She works at an educational institution.
paruh	Dia bekerja paruh waktu di kafe.	She works part-time at a cafe.
analisis	Analisis ini membutuhkan banyak waktu.	This analysis takes a lot of time.
pemilihan	Pemilihan presiden diadakan bulan depan.	The presidential election is held next month.
rilis	Film itu dirilis tahun lalu.	That film was released last year.
latar	Saya tidak tahu latar belakang keluarga dia.	I don't know his family background.
hiu	Ikan hiu itu berenang dekat pantai.	The shark swam near the beach.
arus	Arus sungai ini sangat kuat.	The current of this river is very strong.
wajar	Marah itu hal yang wajar.	Getting angry is a normal thing.
menyelidiki	Polisi sedang menyelidiki kasus itu.	The police are investigating the case.
bercerita	Kakek suka bercerita tentang masa mudanya.	Grandfather likes to tell stories about his youth.
ledakan	Kami mendengar suara ledakan besar tadi malam.	We heard the sound of a big explosion last night.
curang	Jangan pernah curang dalam ujian sekolah.	Never cheat in school exams.
pulih	Dia sudah pulih dari sakitnya.	He has recovered from his illness.
kabel	Kabel komputer ini terlalu pendek.	This computer cable is too short.
topik	Topik pelajaran kita hari ini adalah musik.	The topic of our lesson today is music.
gerak	Tari ini punya banyak gerak cepat.	This dance has many quick movements.
kain	Ibu membeli kain untuk membuat baju.	Mother bought cloth to make clothes.
helikopter	Helikopter itu terbang di atas kota.	The helicopter flew over the city.
kurus	Kucing di jalan itu sangat kurus.	The cat on that street is very thin.
kurus	Dia menjadi kurus setelah sakit.	He became thin after being ill.
kentang	Saya suka makan kentang goreng dengan ayam.	I like eating fried potatoes with chicken.
spesies	Ada banyak spesies burung di pulau ini.	There are many species of birds on this island.
menuntut	Para pekerja menuntut gaji yang lebih tinggi.	The workers demand higher wages.
menuntut	Dia menuntut perusahaan itu ke pengadilan.	He sued the company in court.
patut	Usaha keras anak itu patut kita hargai.	That child's hard work deserves our appreciation.
kalangan	Lagu ini populer di kalangan anak muda.	This song is popular among young people.
kalangan	Buku itu dibaca di kalangan guru.	That book is read among teachers.
moral	Cerita ini punya pesan moral.	This story has a moral message.
pusing	Kepala saya pusing karena kurang tidur.	My head is spinning from lack of sleep.
larut	Dia bekerja sampai larut malam.	She works until late at night.
penderitaan	Perang selalu membawa banyak penderitaan bagi rakyat.	War always brings much suffering to the people.
produksi	Pabrik ini memproduksi ribuan sepatu setiap hari.	This factory produces thousands of shoes every day.
kambing	Petani itu punya sepuluh ekor kambing.	That farmer has ten goats.
materi	Materi pelajaran ini cukup sulit.	The material of this lesson is quite difficult.
keponakan	Keponakan saya tinggal di Bandung.	My nephew lives in Bandung.
keringat	Baju dia basah karena keringat setelah berlari.	His shirt is wet with sweat after running.
jet	Pesawat jet itu terbang sangat cepat.	That jet plane flies very fast.
jet	Kami naik pesawat jet ke Bali.	We took a jet plane to Bali.
koleksi	Dia punya koleksi perangko yang besar.	He has a large stamp collection.
koleksi	Museum itu memiliki koleksi lukisan tua.	The museum has a collection of old paintings.
masker	Pakailah masker di rumah sakit.	Wear a mask in the hospital.
kasur	Kasur di kamar hotel ini sangat nyaman.	The mattress in this hotel room is very comfortable.
kasur	Kucing itu tidur di atas kasur.	The cat is sleeping on the bed.
demokrasi	Indonesia adalah sebuah negara demokrasi yang besar.	Indonesia is a large democratic country.
hamba	Raja itu punya banyak hamba.	The king had many servants.
hamba	Dalam cerita itu hamba raja sangat setia.	In that story the king's servant is very loyal.
tuduhan	Dia menolak semua tuduhan itu.	He rejected all the accusations.
perbaikan	Jalan ini sedang dalam perbaikan.	This road is under repair.
perbaikan	Rumah tua itu butuh banyak perbaikan.	That old house needs a lot of repairs.
sinyal	Di desa ini tidak ada sinyal telepon.	There is no phone signal in this village.
sinyal	Sinyal internet di sini lemah.	The internet signal here is weak.
jahit	Ibu menjahit baju untuk adik.	Mother sews clothes for my little sister.
jangka	Ini rencana jangka panjang kami.	This is our long-term plan.
jangka	Kami butuh solusi jangka pendek.	We need a short-term solution.
penutup	Di mana penutup botol ini?	Where is the cap of this bottle?
penutup	Ini kata penutup dari saya.	These are my closing words.
kemerdekaan	Indonesia merayakan hari kemerdekaan pada bulan Agustus.	Indonesia celebrates independence day in August.
kemerdekaan	Kemerdekaan negara ini sangat berharga bagi kami.	This country's independence is very precious to us.
abang	Abang saya bekerja di Jakarta.	My older brother works in Jakarta.
abang	Abang, tolong bantu saya membawa tas ini.	Big brother, please help me carry this bag.
identitas	Tolong tunjukkan kartu identitas Anda kepada polisi.	Please show your identity card to the police.
identitas	Polisi belum tahu identitas orang itu.	The police don't know that man's identity yet.
adegan	Adegan terakhir film itu sangat sedih.	The last scene of the film was very sad.
era	Kita hidup di era digital.	We live in the digital era.
era	Era itu sudah lama berakhir.	That era ended long ago.
padang	Sapi-sapi makan rumput di padang.	The cows eat grass in the field.
padang	Unta hidup di padang pasir.	Camels live in the desert.
resep	Ibu punya resep kue yang enak.	Mother has a good cake recipe.
resep	Dokter memberi saya resep obat.	The doctor gave me a prescription.
perawatan	Mobil tua butuh banyak perawatan.	An old car needs a lot of care.
potongan	Toko itu memberi potongan harga untuk pelajar.	That shop gives a discount for students.
potongan	Dia memberi saya potongan harga.	He gave me a discount.
stres	Pekerjaan ini membuat saya stres.	This job makes me stressed.
atasan	Atasan saya di kantor sangat baik.	My boss at the office is very kind.
medali	Dia memenangkan medali emas dalam lomba renang.	She won a gold medal in the swimming race.
skala	Gempa itu berkekuatan enam skala Richter.	The earthquake measured six on the Richter scale.
skala	Peta ini memakai skala kecil.	This map uses a small scale.
terkesan	Saya sangat terkesan dengan kotanya.	I am very impressed by the city.
diragukan	Kemampuan guru itu tidak diragukan lagi.	That teacher's ability is beyond doubt.
diragukan	Hasil ujian itu masih diragukan oleh semua orang.	The exam result is still doubted by everyone.
lemak	Daging sapi ini mengandung banyak lemak.	This beef contains a lot of fat.
lemak	Terlalu banyak lemak tidak baik untuk jantung.	Too much fat is not good for the heart.
tumpah	Kopi saya tumpah di atas meja kerja.	My coffee spilled on the desk.
tumpah	Air tumpah dari gelas itu.	Water spilled from the glass.
membela	Dia selalu membela adiknya di sekolah.	He always defends his little brother at school.
lewatkan	Jangan lewatkan kesempatan yang bagus ini.	Don't miss this good opportunity.
lewatkan	Saya melewatkan sarapan pagi ini.	I skipped breakfast this morning.
waspada	Waspada terhadap pencuri di pasar.	Watch out for thieves at the market.
kritik	Dia tidak suka menerima kritik.	He doesn't like receiving criticism.
mengamati	Anak itu mengamati burung di taman.	The child watched the birds in the park.
mengamati	Ilmuwan mengamati bintang di langit.	The scientist observes the stars in the sky.
tegas	Guru matematika kami sangat tegas di kelas.	Our maths teacher is very strict in class.
tegas	Jawaban dia atas pertanyaan itu jelas dan tegas.	His answer to the question was clear and firm.
ialah	Ibu kota Indonesia ialah Jakarta.	The capital of Indonesia is Jakarta.
ialah	Tujuan kami ialah membantu anak-anak.	Our goal is to help the children.
efektif	Obat baru ini sangat efektif untuk sakit kepala.	This new medicine is very effective for headaches.
efektif	Cara belajar ini lebih efektif.	This way of studying is more effective.
aktivitas	Berenang adalah aktivitas favorit saya.	Swimming is my favourite activity.
aktivitas	Sekolah kami punya banyak aktivitas pada sore hari.	Our school has many activities in the afternoon.
ketahuan	Pencuri itu akhirnya ketahuan oleh polisi.	The thief was finally caught by the police.
ketahuan	Rahasia mereka sudah ketahuan oleh semua orang.	Their secret has been found out by everyone.
tiru	Adik saya suka meniru cara bicara kakaknya.	My little brother likes to copy the way his older brother talks.
properti	Dia bekerja di perusahaan properti.	He works at a property company.
properti	Harga properti di kota ini mahal.	Property prices in this city are expensive.
aroma	Aroma kopi ini sangat enak.	The aroma of this coffee is very nice.
aroma	Saya suka aroma bunga mawar.	I like the smell of roses.
roboh	Rumah tua itu roboh karena gempa.	The old house collapsed because of the earthquake.
roboh	Pohon besar itu roboh tadi malam.	The big tree fell down last night.
berkeliling	Kami berkeliling kota dengan sepeda.	We went around the city by bicycle.
digital	Saya membeli kamera digital baru.	I bought a new digital camera.
digital	Sekarang ada banyak buku digital di internet.	Now there are many digital books on the internet.
berkaitan	Pertanyaan ini berkaitan dengan pelajaran kemarin.	This question is related to yesterday's lesson.
medis	Orang itu butuh bantuan medis dengan segera.	That person needs medical help immediately.
peningkatan	Ada peningkatan jumlah murid tahun ini.	There is an increase in the number of students this year.
sosok	Saya melihat sosok orang di depan pintu.	I saw the figure of a person at the door.
sosok	Ayah adalah sosok yang saya kagumi.	Father is a person I admire.
didik	Guru mendidik murid-muridnya dengan sabar.	The teacher educates his students patiently.
kampanye	Kampanye pemilihan dimulai minggu depan.	The election campaign starts next week.
kampanye	Mereka membuat kampanye untuk kebersihan kota.	They made a campaign for a clean city.
peluru	Polisi menemukan peluru di jalan.	The police found a bullet in the street.
peluru	Kereta peluru itu sangat cepat.	The bullet train is very fast.
bab	Bacalah bab pertama buku ini.	Read the first chapter of this book.
bermanfaat	Buku ini sangat bermanfaat bagi para pelajar.	This book is very useful for students.
bermanfaat	Olahraga setiap pagi bermanfaat bagi kesehatan.	Exercising every morning is good for health.
asuh	Nenek mengasuh kami ketika orang tua bekerja.	Grandmother looked after us while our parents worked.
ciuman	Ibu memberi ciuman kepada bayinya.	The mother gave her baby a kiss.
melangkah	Dia melangkah pelan ke pintu.	He stepped slowly to the door.
nasib	Nasib orang tidak ada yang tahu.	Nobody knows a person's fate.
nasib	Dia menerima nasibnya dengan sabar.	He accepted his fate patiently.
sipil	Dia bukan tentara, dia orang sipil.	He is not a soldier, he is a civilian.
sipil	Pegawai negeri sipil bekerja untuk pemerintah.	Civil servants work for the government.
beasiswa	Dia mendapat beasiswa untuk kuliah di luar negeri.	She got a scholarship to study abroad.
beasiswa	Saya ingin mencari beasiswa untuk kuliah.	I want to look for a scholarship for university.
keluhan	Kami tidak punya keluhan tentang hotel ini.	We have no complaints about this hotel.
tantangan	Belajar bahasa baru adalah tantangan.	Learning a new language is a challenge.
tantangan	Dia suka tantangan baru dalam pekerjaannya.	She likes new challenges in her work.
jelajah	Kami berjalan di hutan itu selama tiga hari.	We walked in that forest for three days.
seri	Saya suka seri film itu.	I like that film series.
seri	Pertandingan sepak bola itu berakhir seri.	The football match ended in a draw.
gagasan	Itu gagasan yang bagus sekali untuk pesta.	That's a really good idea for the party.
gagasan	Dia punya banyak gagasan baru.	He has many new ideas.
gambaran	Ini gambaran singkat tentang kota kami.	This is a short picture of our city.
sekian	Sekian dari saya, terima kasih banyak.	That's all from me, thank you very much.
sekian	Sudah sekian lama kita tidak bertemu.	It's been so long since we met.
tegak	Tolong duduk dengan tegak di kursi.	Please sit up straight in the chair.
kutu	Anjing kecil itu punya banyak kutu.	That little dog has a lot of fleas.
kutu	Kutu buku suka membaca di perpustakaan.	Bookworms like reading in the library.
penyelidikan	Polisi melakukan penyelidikan tentang kebakaran itu.	The police investigated the fire.
penyelidikan	Penyelidikan itu memakan waktu lama.	The investigation took a long time.
mendadak	Hujan turun mendadak ketika kami di taman.	It suddenly rained while we were in the park.
kelebihan	Setiap orang punya kelebihan dan kekurangan.	Everyone has strengths and weaknesses.
beroperasi	Pabrik itu sudah beroperasi sepuluh tahun.	The factory has been operating for ten years.
akurat	Jam tangan ini sangat akurat.	This watch is very accurate.
bayaran	Bayaran untuk pekerjaan ini terlalu kecil.	The pay for this job is too small.
bayaran	Dia bekerja di sana tanpa bayaran.	He works there without pay.
romantis	Film yang kami tonton sangat romantis.	The film we watched was very romantic.
gurun	Gurun itu sangat panas pada siang hari.	The desert is very hot during the day.
gurun	Tidak ada air di gurun.	There is no water in the desert.
detektif	Detektif itu akhirnya menemukan jawaban yang benar.	The detective finally found the right answer.
detektif	Saya suka membaca cerita detektif.	I like reading detective stories.
pucat	Wajah anak itu pucat sekali pagi ini.	That child's face is very pale this morning.
gandum	Roti ini dibuat oleh ibu saya tadi pagi.	My mother made this bread this morning.
gandum	Petani itu menanam gandum di ladangnya.	The farmer grows wheat in his field.
iman	Iman orang tua saya sangat kuat.	My parents' faith is very strong.
iman	Iman membuat dia tetap tenang dalam masalah.	Faith keeps her calm in trouble.
jabatan	Dia mendapat jabatan baru di kantor.	He got a new position at the office.
selingkuh	Dia tahu bahwa suaminya selingkuh dengan temannya.	She knows her husband is cheating with her friend.
menyembuhkan	Obat ini bisa menyembuhkan sakit perut.	This medicine can cure a stomachache.
menyembuhkan	Dokter itu menyembuhkan banyak orang.	That doctor healed many people.
lunak	Daging sapi ini sangat lunak dan enak.	This beef is very tender and tasty.
lunak	Tanah di dekat sungai ini lunak.	The soil near this river is soft.
oksigen	Manusia butuh air untuk hidup.	Humans need water to live.
terbangun	Saya terbangun karena suara hujan.	I woke up because of the sound of the rain.
sepasang	Saya membeli sepasang sepatu baru kemarin.	I bought a new pair of shoes yesterday.
sepasang	Mereka adalah sepasang suami istri yang bahagia.	They are a happy married couple.
karang	Ikan kecil hidup di antara karang.	Small fish live among the coral.
karang	Laut di sini penuh karang.	The sea here is full of coral.
pengobatan	Dia masih dalam pengobatan di rumah sakit.	He is still under treatment in hospital.
otot	Otot kaki pemain itu sangat kuat.	That player's leg muscles are very strong.
otot	Olahraga setiap hari membuat otot kita kuat.	Exercising every day makes our muscles strong.
asam	Buah ini rasanya manis sekali.	This fruit tastes very sweet.
asam	Jangan sentuh asam itu dengan tangan.	Don't touch that acid with your hands.
kreatif	Anak saya sangat kreatif dalam menggambar.	My child is very creative at drawing.
kritis	Keadaan pasien itu masih buruk sampai sekarang.	The patient's condition is still bad.
banget	Makanan di warung ini enak banget.	The food at this stall is really delicious.
banget	Film yang kita tonton tadi bagus banget.	The film we watched earlier was really good.
dong	Tolong bantu aku sebentar dong.	Come on, help me for a moment.
